SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
2191,St. John's Ecclesiastical District,Arrondissement religieux de St. John's,<Null>,<Null>,St. John's,Newfoundland and Labrador,"Represents the breadth of involvement of several denominations in the establishment and evolution of the spiritual, philanthropic, charitable and educational institutions of St. John's","Symbolise l'étendue de la participation des confessions à la création et à l'évolution des institutions spirituelles et philanthropiques, des organismes caritatifs et des maisons d'enseignement",47.568008,-52.715253
797,St. John's WWII Coastal Defences,Défenses côtières de la Seconde Guerre Mondiale de St. John's,<Null>,<Null>,St. John's,Newfoundland and Labrador,Safe port for World War II convoy assembly; Atlantic Bulwark,"Port de rassemblement de convois à l'abri du danger, Seconde Guerre mondiale; le rempart de l'Atlantique",47.563598,-52.680076
804,St. Jude's Anglican Church,Église anglicane St. Jude,79 Peel Street,<Null>,Brantford,Ontario,"Important arts and crafts, decorative painted interior, 1871",Intérieur décoré d'importantes peintures murales inspirées du mouvement Arts and Crafts (1871),43.139865,-80.253418
561,St. Lawrence Hall,St. Lawrence Hall,157 King Street East,Inside,Toronto,Ontario,Mid 19th-century Renaissance Revival social and cultural centre; gatherings of the Abolitionist movement held here,Centre socio-culturel néo-Renaissance du milieu du XIXe siècle; réunions du mouvement abolitionniste qui se sont à cet endroit,43.6502,-79.372182
840,St. Luke's Anglican Church,Église anglicane St. Luke,Quispamsis Road at Gondola Point Road,<Null>,Gondola Point,New Brunswick,"Fine Vernacular Wren-Gibbsian church, 1831-33","Bon exemple d'église régional à la manière de Wren et Gibbs, 1831-1833",45.443766,-65.988185
1834,St. Mary's Basilica,Basilique St. Mary,1508 Barrington St. (at Spring Garden Rd.),On wall of church,Halifax,Nova Scotia,"Central role in the religious history of Nova Scotia, 1820-29",Rôle central dans l'histoire religieuse de la Nouvelle-Écosse (1820-1829),44.644309,-63.573161
526,St. Marys Junction Railway Station (Grand Trunk),Gare du Grand Tronc à St. Marys Junction,Glass Street,<Null>,St. Marys Junction,Ontario,"Grand Trunk railway station, 1854-56",Gare ferroviaire du Grand Tronc construite dans les années 1850; 1854-1856,43.271817,-81.131517
119,St. Michael's Ukrainian Greek Orthodox Church,Église ukrainienne St. Michael,<Null>,<Null>,Gardenton,Manitoba,"Typical and oldest Ukrainian church, 1899","Église ukrainienne typique, la plus ancienne au pays, 1899",49.071626,-96.740368
667,St. Patrick's Basilica,Basilique St. Patrick,454-60 René Levesque Boulevard West,<Null>,Montréal,Quebec,"French Gothic Revival, 1843-47; remains at heart of Irish population of Montréal","Église de style néo-gothique français fréquentée par la communauté irlandaise, 1843-1847",45.503635,-73.564996
253,St. Patrick's Roman Catholic Church,Église catholique St. Patrick's,40 Patrick Street,<Null>,St. John's,Newfoundland and Labrador,"Major Gothic Revival church, 1864-81",Grande église néo-gothique construite en 1864-81,47.553457,-52.716204
37,St. Patrick's Roman Catholic Church,Église catholique St. Patrick,238 2nd Avenue & 2nd Street NE,<Null>,Medicine Hat,Alberta,"Fine example of Gothic Revival design, 1912-14",Bel exemple d'architecture néo-gothique (1912-1914),50.045167,-110.68065
2075,St. Paul's Anglican Church,Église anglicane St. Paul,corner of Church Street and First Avenue,<Null>,Dawson,Yukon Territory,"Fine example of Gothic Revival design, 1902",Bel exemple d'architecture néo-gothique (1902),64.058759,-139.438154
301,St. Paul's Anglican Church,Église anglicane St. Paul,1749 Argyle Street,<Null>,Halifax,Nova Scotia,"Early Palladian church, serving official Halifax, 1750",Église anciennne du style palladien fréquentée par la haute société de Halifax (1750),44.647593,-63.574676
392,St. Paul's Presbyterian Church / Former St. Andrew's Church,Église presbytérienne St. Paul / ancienne église St. Andrew,56 James Street North,In front of church,Hamilton,Ontario,"Elegant Gothic Revival church, 1854-57",Élégante église néo-gothique (1854-1857),43.254799,-79.87036
177,St. Paul's United Church,Église unie St. Paul,500 George Street,Mounted on building exterior front wall,Fredericton,New Brunswick,"Fine High Victorian Gothic Revival church, 1886",Belle église de style néo-gothique de l'apogée victorien (1886),45.959993,-66.645501
318,St. Peters,St. Peters,Highway 4,<Null>,St. Peter's,Nova Scotia,"French trading post and fort, 1650-1758","Poste de traite et fort français, 1650-1758",45.652382,-60.870755
319,St. Peters Canal,Canal de St. Peters,Highway 4,Canal Reserve,St. Peter's,Nova Scotia,Operational canal; structures dating from 19th-century,Canal ouvert à la navigation; constructions datant du XIXe siècle,45.652382,-60.870755
83,St. Roch,St. Roch,1905 Ogden Avenue,"Maritime Museum, foot of Cypress Street",Vancouver,British Columbia,"First vessel to navigate Northwest passage west to east, 1928",Premier bateau à avoir effectué la traversée du Passage du Nord-Ouest d'ouest en est (1928),49.27735,-123.147317
213,St. Stephen Post Office,Bureau de poste de St. Stephen,34 Milltown Boulevard,<Null>,St. Stephen,New Brunswick,"Early symbol of federal government presence, 1885","Édifice ancien, symbole de la présence fédérale",45.192772,-67.277033
611,St. Stephen's Anglican Church,Église anglicane St. Stephen,1988 Bourgogne Street,<Null>,Chambly,Quebec,Fine classically inspired 1820s garrison church,Belle église de garnison d'inspiration classique construite en 1820,45.447846,-73.273795
527,St. Thomas City Hall,Hôtel de ville de St. Thomas,545 Talbot Street,<Null>,St. Thomas,Ontario,Late Victorian civic building,"Édifice public, style néo-gothique de la fin de l'ère victorienne",42.778983,-81.1928
254,St. Thomas Rectory / Commissariat House and Garden,Presbytère St. Thomas / maison de l'intendance et jardin,5 Kings Bridge Road,South wall of building opposite interpretation centre,St. John's,Newfoundland and Labrador,"Military stores and residence, 1818",Résidence et dépôt militaires mis en chantier en 1818,47.57249,-52.702381
84,Stanley Park,Parc Stanley,Georgia Street,<Null>,Vancouver,British Columbia,"Outstanding large urban park, 1890s",Immense et remarquable parc urbain (vers 1890),49.30379,-123.14519
2066,Stave Falls Hydro-Electric Installation,Installation hydroélectrique de Stave Falls,<Null>,<Null>,Stave Falls,British Columbia,Excellent representation of the core period of hydro-electric technological development among the approximately 160 extant stations built between 1900-1920 across Canada,Représente d'une manière excellente la période principale de développement de la technologie hydroélectrique parmi les quelque 160 centrales encore existantes construites un peu partout au Canada,49.228467,-122.35575
757,Steele Narrows,Steele Narrows,Highway 699,Steele Narrows Provincial Park - on a hill on the west side of the narrows,Loon Lake,Saskatchewan,Last engagement of the Northwest Rebellion 1885,Dernière bataille livrée pendant la Rébellion du Nord-Ouest (1885),54.03912,-109.316265
2003,Stephen Avenue,Stephen Avenue,8th Avenue,mounted on a masonry cairn,Calgary,Alberta,Buildings along section of street illustrating prairie urban development,Les édifices bordant cette section de rue évoquent le développement urbain dans les Prairies,51.045686,-114.064275
451,Stephen Leacock Museum / Old Brewery Bay,Musée Stephen Leacock / Old Brewery Bay,50 Museum Drive,on pathway in front of house,Orillia,Ontario,"Home of famous Canadian humourist, 1928",Maison du célebre humoriste canadien; construite en 1928,44.608403,-79.393923
1777,Stirling Agricultural Village,Village agricole de Stirling,229 4 Ave.,In front of Village Office,Stirling,Alberta,Distinctive Mormon pioneer dryland irrigation farming settlement pattern,Type de colonisation particulier des Mormons des Prairie; culture en terre sèche irriguée,49.502562,-112.522616
529,Stratford City Hall,Hôtel de ville de Stratford,1 Market Square,<Null>,Stratford,Ontario,"Picturesque civic building, 1898-1900","Édifice public municipal de la fin du XIXe siècle, architecture Pittoresque (1898-1900)",43.370012,-80.982212
1811,Strathgartney Homestead,Strathgartney Homestead,Trans Canada Highway 1,<Null>,Bonshaw,Prince Edward Island,Reminder of land tenure system that dominated political and social life on the island for over a century,Rappel du régime foncier qui a dominé la vie politique et sociale de l'île pendant plus d'un siècle,46.210442,-63.337265
2100,Studio Building,Studio Building,25 Severn Street,<Null>,Toronto,Ontario,"Earliest purpose-built artist studio in Canada representing the visions of a young generation of Canadian artists, 1914","Plus ancien des studios expressément construits comme tels au Canada, il représente la vision d'une jeune génération d'artistes canadiens (1914)",43.673383,-79.386267
2120,Suffield Tipi Rings,Cercles de tipi de Suffield,<Null>,<Null>,Suffield,Alberta,Important example of Niitsitapi cultural heritage; dense concentration of sites with fine specimens of tipi rings,Spécimen important du patrimoine culturel des Niitsitapi des plaines de l'Ouest canadien; forte concentration de sites recelant de beaux spécimens de cercles de tipi,50.362336,-110.627992
5,Sulphur Mountain Cosmic Ray Station,Station d'Étude des Rayons Cosmiques du Mont-Sulphur,<Null>,Top of Sulphur Mountain,Banff National Park of Canada,Alberta,Remains of high altitude geophysical laboratory,Vestiges d'un laboratoire de géophysique bâti en altitude,51.146104,-115.577818
670,Sulpician Towers / Fort de la Montagne,Tours des Sulpiciens / fort de la Montagne,2065 Sherbrooke Street West,<Null>,Montréal,Quebec,Late 17th-century towers once bastions of fort,"Tours datant de la fin du XVIIe siècle, autrefois bastions d'un fort",45.493778,-73.584707
800,Sydney WWII Coastal Defences,Défenses côtières de la Seconde Guerre Mondiale de Sydney,New Victoria Road,<Null>,Sydney,Nova Scotia,Safe port for World War II convoy assembly; Atlantic Bulwark,"Port de rassemblement de convois à l'abri du danger, Seconde Guerre mondiale; le rempart de l'Atlantique",46.249732,-60.153711
599,Symmes Hotel,Hôtel Symmes,1 Front Street,<Null>,Aylmer,Quebec,"Inn built in 1831 for Charles Symmes, founder of Aylmer","Auberge construite en 1831 pour Charles Symmes, fondateur de la ville d'Aylmer",45.394522,-75.854916
,T'äw Tà'är,T'äw Tà'är,,,Teslin River,Yukon Territory,,,61.241944,-134.615556
16,Temple of the Church of Jesus Christ of Latter Day Saints,Temple de l'église de Jésus-Christ des Saints des Derniers Jours,348 3 St. W.,<Null>,Cardston,Alberta,"Monumental modern temple in historic Mormon centre, 1913-1923",Temple moderne monumental situé dans une région historiquement peuplée de mormons (1913-1923 ),49.198228,-113.309153
23,Territorial Court House,Palais de justice territorial,234 23rd Street,On the grounds of the town office,Fort Macleod,Alberta,"Oldest court house in Alberta, completed in 1904",Le plus ancien palais de justice en Alberta; achevé en 1904,49.724348,-113.406294
708,Têtu House,Maison Têtu,25 Sainte-Geneviève Avenue,On wall of house,Québec,Quebec,"Elegant Neoclassical town house by Charles Baillargé, 1852",Élégante maison urbaine de style néo-classique conçue par Charles Baillairgé; construite en 1852,46.810035,-71.206657
151,The Forks,La Fourche,45 Forks Market Road,Forks of the Red and Assiniboine plaque mounted on solid stone cairn,Winnipeg,Manitoba,"Historic meeting place, junction of the Red and Assiniboine rivers",Lieu de rencontre historique au confluent des rivières Rouge et Assiniboine,49.888183,-97.127171
635,The Fur Trade at Lachine,Commerce de la Fourrure à Lachine,1225 Saint Joseph Boulevard and 12ième,"Commerce-de-la-Fourrure-à-Lachine, père Marquette Drive",Lachine,Quebec,"Stone warehouse used as depot, 1803; North West Company and Hudson's Bay Company",Entrepôt en pierre utilisé comme dépôt; construit en 1803; les Compagnies de la Baie d'Hudson et du Nord-Ouest,45.431429,-73.675812
549,The Grange,The Grange,317 Dundas Street West,Grange Park,Toronto,Ontario,Early 19th-century residence in British classical tradition,Résidence du début du XIXe siècle dans la tradition classique britannique,43.653121,-79.392396
1790,The Main,La «Main»,Saint-Laurent Street (Jean Talon - Notre Dame),on a slab,Montréal,Quebec,Historic district speaks to the development of cultural communities; Immigrants' Corridor,Secteur historique rappelant le développement des communautés culturelles; couloir d'immigrants,45.505323,-73.553061
2229,Thinkers' Lodge,Thinkers' Lodge,247 Water Street,<Null>,Pugwash,Nova Scotia,"First Pugwash Conference on Science and World Affairs, bringing together top-level scientists from both sides of the Iron Curtain to discuss the threat of nuclear weapons",Cette propriété a accueilli la toute première conférence Pugwash sur la science et les problèmes internationaux (Pugwash Conference on Science and World Affairs),45.853606,-63.665868
368,Thistle Ha' Farm,Ferme Thistle Ha',Concession 7 at Brock Road,"north embankment, 400 m west of farmhouse",Claremont,Ontario,Key role in improving stock breeding in 19th-century,A joué un rôle clé dans l'amélioration des méthodes d'élevage du bétail au XIXe siècle,43.943072,-79.107939
534,Thunder Bay Tourist Pagoda,Pavillon d'information touristique de Thunder Bay,170 Red River Road,<Null>,Thunder Bay,Ontario,"Whimsical information kiosk, 1909",Kiosque d'information d'aspect original construit en 1909,48.434522,-89.218096
